Obs,Date,Time,AnimalID,Action,Recipient,Response ,Actor2,Actor3,Recip2,Recip3,Context ,Erection,Intromission,Ejaculation ,Notes,Prox_10M_AF,Prox_10M_All,Thrust_Number,IOR
SE,04/03/2019,13:42:53,81O,Mount,FUN,NA,,,,,R,UN,UN,NA,,No Value,No Value,No Value,0
SE,04/03/2019,13:43:47,81O,Mount,FUN,NA,,,,,R,Erection,Intro,NA,,No Value,No Value,No Value,0
SE,04/03/2019,13:44:35,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,Ejac,,No Value,No Value,No Value,0
SE,04/03/2019,13:45:24,81O,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,UN,,No Value,No Value,No Value,0
JC,04/03/2019,13:58:37,5R1,Submission,6J3,NA,,,,,NA,NA,NA,NA,,No Value,No Value,No Value,0
SE,05/03/2019,07:55:03,8N5,Mount,3U7,NA,,,,,Grm,UN,UN,NA,"Act light, 000-111, not sure if 8N5
 Rec 000-110",No Value,NA,UN,0
SE,05/03/2019,07:55:32,7V9,Mount,6W7,NA,,,,,CoaggObs,UN,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,07:56:23,8N5,Mount,3U7,NA,,,,,Grm,UN,UN,NA,,No Value,NA,UN,0
SE,05/03/2019,07:57:38,7V9,Mount,6W7,NA,,,,,T,UN,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,08:02:20,97V,Aggression,9C8,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,08:04:49,8N5,Mount,3U7,NA,,,,,Grm,UN,UN,NA,,No Value,NA,UN,0
SE,05/03/2019,08:05:07,8N5,Mount,3U7,NA,,,,,Grm,UN,UN,NA,,No Value,NA,6,0
SE,05/03/2019,08:06:00,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,08:06:03,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NA,NA,Reciprocal ,No Value,NA,NA,0
JC,05/03/2019,08:07:40,1M1,Aggression,25L,NA,3I3,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,08:11:03,8N5,Mount,3U7,NA,,,,,T,Erection,Intro,NoEjac,,No Value,NA,7+,0
SE,05/03/2019,08:14:12,8N5,Mount,3U7,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,No Value,NA,7+,0
SE,05/03/2019,08:15:23,8N5,Mount,3U7,NA,,,,,R,Erection,Intro,NoEjac,,No Value,NA,1,0
SE,05/03/2019,08:16:02,8N5,Mount,3U7,NA,,,,,R,Erection,Intro,NoEjac,,No Value,NA,6,0
JC,05/03/2019,08:17:38,1T4,Submission,3I3,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,08:18:01,8N5,Mount,3U7,NA,,,,,CoAgg,Erection,Intro,NoEjac,,No Value,NA,6,0
SE,05/03/2019,08:18:07,3U7,Mount,8N5,NA,,,,,R,Erection,Intro,NoEjac,Reciprocal ,No Value,NA,6,0
SE,05/03/2019,08:19:13,8N5,Submission,32Z,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,08:20:12,32Z,Mount,3U7,NA,,,,,CoAgg,Erection,Intro,NoEjac,,No Value,NA,6,0
SE,05/03/2019,08:20:29,8N5,Submission,32Z,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,08:21:48,1T4,Submission,1M1,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,08:22:53,6K5,Submission,32Z,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,08:24:27,96Z,Submission,3I3,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,08:26:53,1T4,Submission,6J3,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,08:29:55,8R6,Mount,6EE6,NA,,,,,T,Erection,Intro,NA,101-101 6E6??,No Value,NA,5,0
JC,05/03/2019,08:44:07,5D1,Aggression,5K5,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,08:49:00,5K5,Aggression,3V7,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,09:06:50,96B,Submission,4N3,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,09:08:08,2Q9,Submission,3I3,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,09:33:09,3I3,Aggression,5D1,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,09:37:21,2Q9,Mount,FUN,NA,,,,,Agg,NoErection,NoIntro,NoEjac,,No Value,NA,0,0
JC,05/03/2019,09:38:32,5D1,Aggression,7G9,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,09:39:15,0C7,Mount,FUN,NA,,,,,F,Erection,Intro,NoEjac,,No Value,NA,5,0
JC,05/03/2019,09:46:01,5G2,Submission,3I3,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,09:53:53,5R1,Aggression,1Q0,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,09:55:00,2I0,Submission,5K5,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,10:05:40,8A7,Mount,9R6,NA,,,,,R,Erection,NoIntro,NoEjac,,No Value,NA,1,0
JC,05/03/2019,10:06:09,5P8,Aggression,0P7,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,10:06:28,8A7,Mount,9R6,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,No Value,NA,5,0
SE,05/03/2019,10:06:31,8A7,Mount,9R6,NA,,,,,CoaggObs,NoErection,NoIntro,NoEjac,,No Value,NA,1,0
SE,05/03/2019,10:07:02,9R6,Erection,8A7,NA,,,,,Grm,Erection,NA,NoEjac,,No Value,NA,NA,0
JC,05/03/2019,10:08:14,3L7,Aggression,5S5,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,10:09:59,3L7,Submission,96Z,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,10:10:44,4P8,Aggression,7J0,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,10:25:18,7G9,Aggression,4I8,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
JC,05/03/2019,10:31:39,4N3,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,No Value,NA,NA,0
SE,05/03/2019,10:40:10,8C3,Mount,5U1,NA,,,,,R,UN,UN,NA,,No Value,NA,NA,0
SE,05/03/2019,10:41:17,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:41:38,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:42:36,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,6,0
SE,05/03/2019,10:43:31,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:43:33,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:43:58,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:44:28,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:45:41,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:45:44,8C3,Mount,5U1,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:46:22,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:46:41,8C3,Mount,5U1,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:47:46,8C3,Mount,5U1,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:48:36,8C3,Mount,5U1,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:49:56,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:56:05,8C3,Mount,5U1,NA,,,,,Agg,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:56:19,8C3,Mount,5U1,NA,,,,,Agg,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:56:43,8C3,Mount,5U1,NA,,,,,T,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:57:01,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,10:57:42,8C3,Mount,5U1,NA,,,,,CoaggObs,2Erection,Intro,NoEjac,,No Value,NA,UN,0
SE,05/03/2019,11:01:26,61R,Mount,FUN,NA,,,,,CoAgg,Erection,Intro,Ejac,,No Value,NA,7+,0
SE,05/03/2019,11:03:40,8M1,Mount,5U6,NA,,,,,T,Erection,Intro,NoEjac,"Act 100-110, right thigh scar and mid back. 8M something. ",No Value,NA,3,0
JC,06/03/2019,07:54:02,JVMUN,Mount,JVMUN,NA,,,,,Play,UN,UN,UN,,UN,NA,3,0
SE,06/03/2019,07:57:40,4U9,Mount,FUN,NA,,,,,CoAgg,NA,NA,NA,,NA,NA,0,0
JC,06/03/2019,07:57:58,SAMUN,Mount,5R4,NA,,,,,R,2Erection,Intro,NoEjac,"Rec 001/0-001 5r4
Act 1 left arm above elbow scar left ankle 8m5?",UN,NA,4,0
JC,06/03/2019,08:12:08,7G9,Aggression,5EE1,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,08:14:27,3K4,Submission,6H9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,06/03/2019,08:16:30,8C3,Mount,5U1,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,NA,NA,7+,0
SE,06/03/2019,08:17:16,8C3,Mount,5U1,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,NA,NA,5,0
SE,06/03/2019,08:17:18,8C3,Mount,5U1,NA,,,,,CoAgg,2Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,08:18:33,8C3,Mount,5U1,NA,,,,,CoAgg,Erection,Intro,NoEjac,,NA,NA,6,0
JC,06/03/2019,08:18:55,1M1,Aggression,9C8,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,08:19:26,1M1,SolSex,FUN,IgnoreRefusal,,,,,Agg,NoErection,NA,NA,,UN,NA,NA,0
SE,06/03/2019,08:20:06,8C3,Mount,5U1,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,NA,NA,7+,0
JC,06/03/2019,08:20:51,30L,Aggression,6P3,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,08:21:49,76Z,Aggression,2N1,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,06/03/2019,08:22:09,9K9,Submission,12O,NA,,,,,T,NA,NA,NA,,NA,NA,NA,0
JC,06/03/2019,08:37:33,2Q9,Aggression,6J3,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,08:38:47,5P8,Aggression,6J3,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,08:50:57,5G2,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,08:51:21,1T4,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,08:51:52,8D6,Submission,4L9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,09:23:08,3I3,Aggression,7G9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,09:58:55,3I3,Aggression,2Q9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,09:59:51,4D3,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,10:00:36,5K5,Aggression,5L1,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,10:03:22,97V,Submission,5G2,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,10:16:03,5K5,Aggression,7J0,NA,3R8,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,10:20:13,4N3,Submission,6J3,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,06/03/2019,10:21:49,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NA,NA,,NA,NA,NA,0
SE,06/03/2019,10:22:27,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NA,NA,Reciprocal ,NA,NA,NA,0
SE,06/03/2019,10:28:49,33T,Mount,FUN,NA,,,,,NA,NA,NA,NA,,NA,NA,0,0
JC,06/03/2019,10:34:16,3R8,Submission,3K4,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,06/03/2019,10:37:21,1U7,SelfStim,JVFUN,Grm,,,,,Grm,Erection,NA,NoEjac,Jvun not young but no tattoo,NA,NA,NA,0
SE,06/03/2019,10:41:52,8A7,Mount,9R6,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,3,0
SE,06/03/2019,10:47:05,4U6,SelfStim,,NA,,,,,R,Erection,NA,NoEjac,,NA,NA,NA,0
SE,06/03/2019,10:49:44,4U6,SelfStim,,NA,,,,,CoAgg,Erection,NA,NoEjac,,NA,NA,NA,0
SE,06/03/2019,12:27:56,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,5,0
SE,06/03/2019,12:28:34,3I6,Mount,FUN,NA,,,,,CoaggObs,Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,12:29:21,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,12:29:51,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,6,0
SE,06/03/2019,12:30:41,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,6,0
SE,06/03/2019,12:31:08,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,5,0
SE,06/03/2019,12:31:46,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,12:32:07,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,7+,0
JC,06/03/2019,12:32:12,7D2,Submission,3I3,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,06/03/2019,12:33:19,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,12:33:24,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,6,0
SE,06/03/2019,12:33:49,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,6,0
SE,06/03/2019,12:34:22,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,Ejac,,NA,NA,7+,0
SE,06/03/2019,12:34:41,3I6,Mount,FUN,NA,,,,,CoAgg,Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,12:35:15,3I6,Mount,FUN,NA,,,,,CoAgg,Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,12:36:00,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,5,0
JC,06/03/2019,12:36:24,2Q9,Aggression,4D3,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,06/03/2019,12:37:39,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,4,0
SE,06/03/2019,12:38:07,3I6,Mount,FUN,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,5,0
SE,06/03/2019,12:39:05,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NA,NA,,NA,NA,NA,0
SE,06/03/2019,12:39:37,JVMUN,Mount,JVMUN,NA,,,,,Play,NoErection,NA,NA,,NA,NA,NA,0
JC,06/03/2019,12:47:10,2Q9,Erection,FUN,NA,,,,,Grm,NA,NA,NA,,UN,NA,NA,0
JC,06/03/2019,12:52:41,25L,Mount,FUN,NA,,,,,CoAgg,UN,UN,NoEjac,,4,11,2,0
SE,06/03/2019,12:59:02,8K1,Mount,8V2,NA,,,,,Agg,Erection,UN,NoEjac,,NA,NA,0,0
JC,06/03/2019,13:38:04,5Q4,SelfStim,,NA,,,,,R,NA,NA,Ejac,,UN,NA,NA,0
JC,06/03/2019,13:54:17,5K5,Mount,JVMUN,NA,,,,,CoAgg,Erection,UN,NoEjac,,0,2,5,0
JC,06/03/2019,13:56:34,2Q9,Aggression,88T,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,06/03/2019,13:57:56,2N0,Erection,0P9,NA,,,,,Grm,Erection,NA,NoEjac,,NA,NA,NA,0
JC,06/03/2019,13:58:26,2Q9,Aggression,5Q1,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,07/03/2019,07:28:09,SAMUN,Mount,SAMUN,NA,,,,,Grm,2Erection,NoIntro,NoEjac,1R9,0,2,0,0
JC,07/03/2019,07:55:31,7A2,Submission,76Z,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,07/03/2019,07:59:53,2M3,Submission,88T,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,07/03/2019,08:10:30,4I8,Aggression,2N1,NA,,,,,NA,NA,NA,NA,Respond with sex,UN,NA,NA,0
JC,07/03/2019,08:10:56,2N1,Mount,4I8,NA,,,,,Agg,NoErection,NA,NA,"Lasts 5 sec. 2n1 first phnd then 4i8 phnd
4i8 was aggressor",UN,NA,0,0
SE,07/03/2019,08:11:00,5U1,Mount,4G8,NA,,,,,R,NoErection,NA,NA,,NA,NA,0,0
JC,07/03/2019,08:25:18,3M9,Aggression,2N1,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,07/03/2019,08:25:32,3M9,Aggression,5EE1,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,07/03/2019,08:25:39,3M9,Aggression,76Z,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,07/03/2019,08:40:00,88T,Submission,5P8,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,07/03/2019,08:40:46,5L1,Submission,7J0,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,07/03/2019,08:47:35,2D0,Mount,FUN,NA,,,,,Agg,UN,NA,NA,,NA,NA,0,0
JC,07/03/2019,09:35:00,8D6,Erection,SAMUN,NA,,,,,Grm,NA,NA,NA,,UN,NA,NA,0
SE,07/03/2019,09:36:04,4EE2,Submission,1B1,NA,,,,,F,NA,NA,NA,,NA,NA,NA,0
JC,07/03/2019,09:45:52,1M1,Mount,FUN,NA,,,,,Aff,UN,UN,UN,,0,2,3,0
JC,07/03/2019,09:47:33,1M1,Aggression,1G9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,07/03/2019,10:03:41,8A7,Mount,9R6,NA,,,,,Aff,UN,NA,NA,,NA,NA,0,0
JC,07/03/2019,10:32:15,3M9,Mount,FUN,NA,,,,,CoaggObs,Erection,UN,NoEjac,,1,5,4,0
SE,07/03/2019,10:43:41,8C3,Mount,4EE2,NA,,,,,R,Erection,Intro,NoEjac,,NA,NA,7+,0
SE,07/03/2019,10:44:26,1EE5,Mount,8C3,NA,,,,,Agg,Erection,Intro,NoEjac,,NA,NA,7+,0
JC,07/03/2019,10:50:13,76Z,Submission,5G2,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,07/03/2019,10:52:34,1EE5,Mount,8C3,NA,,,,,CoaggObs,2Erection,NA,NA,,NA,NA,0,0
SE,07/03/2019,10:53:41,1EE5,Erection,8C3,NA,,,,,Grm,NA,NA,NA,,NA,NA,NA,0
SE,07/03/2019,10:55:24,1EE5,Mount,8C3,NA,,,,,CoAgg,Erection,Intro,NoEjac,,NA,NA,5,0
SE,07/03/2019,12:18:39,19T,Mount,36V,NA,,,,,T,UN,UN,UN,,NA,NA,7+,0
SE,07/03/2019,12:36:17,0G8,Aggression,8J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,07/03/2019,12:37:50,0I9,Submission,0G8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,07/03/2019,12:39:17,5K8,Aggression,0H8,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,07/03/2019,12:42:50,6EE6,Mount,FUN,NA,,,,,Grm,UN,UN,NA,,NA,NA,0,0
SE,07/03/2019,13:00:12,7M8,Mount,3M8,NA,,,,,CoaggObs,Erection,UN,NoEjac,,NA,NA,UN,0
SE,07/03/2019,13:45:26,0I9,Mount,FUN,NA,,,,,Grm,UN,UN,NA,,NA,NA,UN,0
SE,07/03/2019,13:45:59,0I9,Mount,FUN,NA,,,,,Grm,UN,UN,NA,,NA,NA,3,0
SE,07/03/2019,13:46:41,0I9,Mount,FUN,NA,,,,,Grm,UN,UN,NA,,NA,NA,6,0
SE,07/03/2019,13:47:31,0I9,Mount,FUN,NA,,,,,Grm,Erection,Intro,UN,,NA,NA,7+,0
SE,07/03/2019,13:48:42,0I9,Mount,FUN,NA,,,,,Grm,Erection,Intro,UN,,NA,NA,7+,0
SE,07/03/2019,13:49:10,0I9,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,7+,0
SE,07/03/2019,13:49:46,0I9,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,7+,0
SE,07/03/2019,13:50:32,0I9,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,7+,0
SE,07/03/2019,13:51:06,0I9,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,7+,0
SE,07/03/2019,13:51:07,,No Value,,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
SE,07/03/2019,13:51:17,5B0,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,4,0
SE,07/03/2019,13:52:15,5B0,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,3,0
SE,07/03/2019,13:52:53,5B0,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,5,0
SE,07/03/2019,13:53:36,5B0,Mount,FUN,NA,,,,,Grm,Erection,Intro,NoEjac,,NA,NA,6,0
SE,07/03/2019,13:54:45,5B0,Mount,FUN,NA,,,,,Grm,Erection,Intro,Ejac,,NA,NA,7+,0
SE,07/03/2019,13:56:57,0I9,Mount,FUN,NA,,,,,Grm,UN,UN,UN,,NA,NA,UN,0
JC,08/03/2019,07:39:09,5L1,SelfStim,9O9,NA,,,,,Grm,NA,NA,NoEjac,,UN,NA,NA,0
SE,08/03/2019,07:40:10,7V9,Mount,6W7,NA,,,,,CoaggObs,UN,NoIntro,NoEjac,,NA,NA,0,0
SE,08/03/2019,07:41:25,7V9,Mount,6W7,NA,,,,,CoaggObs,UN,NoIntro,NoEjac,,NA,NA,0,0
SE,08/03/2019,07:41:55,7V9,Mount,6W7,NA,,,,,Grm,UN,NoIntro,NoEjac,,NA,NA,5,0
SE,08/03/2019,07:43:13,7V9,Mount,6W7,NA,,,,,Grm,UN,UN,NoEjac,,NA,NA,0,0
SE,08/03/2019,07:43:23,6W7,Mount,7V9,NA,,,,,Grm,UN,UN,NoEjac,,NA,NA,4,0
SE,08/03/2019,07:44:34,7V9,Mount,6W7,NA,,,,,Grm,UN,UN,NoEjac,,NA,NA,5,0
SE,08/03/2019,07:45:32,6W7,Mount,7V9,NA,,,,,T,UN,UN,NoEjac,,NA,NA,2,0
SE,08/03/2019,07:53:01,MUN,Mount,FUN,NA,,,,,T,Erection,Intro,NoEjac,,NA,NA,4,0
JC,08/03/2019,08:02:02,76Z,Submission,5P8,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,08:10:06,7G9,Submission,3K4,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,08:12:47,8D6,Aggression,88T,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,08:13:05,4L9,Mount,FUN,NA,,,,,CoAgg,NoErection,NoIntro,NoEjac,,2,10,3,0
JC,08/03/2019,08:16:09,5D1,Aggression,7D2,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,08:17:29,8D6,Submission,4L9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,08/03/2019,08:19:11,8J3,Aggression,04T,NA,,,,,NA,NA,NA,NA,04T has Large open wound right ribs. ,NA,NA,NA,0
SE,08/03/2019,08:20:00,5K8,Aggression,8J3,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/03/2019,08:22:14,6P3,Submission,4I8,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,08/03/2019,08:24:11,JVMUN,Mount,JVFUN,NA,,,,,Play,NA,NA,NA,,NA,NA,0,0
JC,08/03/2019,08:24:41,2I0,Submission,7G9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
SE,08/03/2019,08:31:38,5K8,Mount,0J4,NA,,,,,T,UN,UN,NoEjac,0J4 presented to 5K8 as he was walking towards him. ,NA,NA,0,0
JC,08/03/2019,08:40:45,7J0,Submission,3K4,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,08:43:03,5L1,Submission,76Z,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,08:46:24,MUN,Mount,MUN,NA,,,,,CoAgg,UN,UN,UN,,0,4,0,0
JC,08/03/2019,08:56:03,3M9,Mount,FUN,NA,,,,,F,Erection,UN,NoEjac,,6,11,2,0
SE,08/03/2019,08:56:35,19T,Submission,,NA,,,,,NA,NA,NA,NA,Rec 1 right testicle ,NA,NA,NA,0
JC,08/03/2019,09:06:14,3M9,Mount,FUN,NA,,,,,Aff,UN,UN,NoEjac,,2,3,4,0
JC,08/03/2019,09:12:00,3M9,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,,1,2,3,0
JC,08/03/2019,09:12:02,3M9,Mount,FUN,NA,,,,,Aff,Erection,Intro,NoEjac,Interrupted by 1M1. Chases FUN,0,1,3,0
SE,08/03/2019,09:17:40,8A7,Aggression,9R6,NA,,,,,NA,NA,NA,NA,,NA,NA,NA,0
JC,08/03/2019,09:37:06,97V,Submission,2Q9,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,09:46:54,4L9,Submission,7Q8,NA,,,,,NA,NA,NA,NA,,UN,NA,NA,0
JC,08/03/2019,09:47:13,4L9,SolSex,7Q8,NA,,,,,Agg,NoErection,NA,NA,Phnd,UN,NA,NA,0
JC,08/03/2019,09:51:50,25L,SelfStim,,NA,,,,,R,NA,NA,Ejac,,UN,NA,NA,0
